Line,HTLC,BA,BD,BLC,CWAC,CWAL,DBH,HT,rootnum,rootnumbin,gall,rustbin,c5c6,density,lateWood.4,lignin,stiffnessTree
1086452,0.5731,0.949,0.02067,-0.03878,6.367,5.562,0.2928,-15.95,-0.187,-0.04392,0.1042,0.08615,-0.4506,0.6217,0.5289,-0.0004267,-0.8107
1082224,-25.93,1.975,-0.02384,-0.1045,-24.53,-8.57,-0.7183,-37.2,0.06467,0.004235,0.021864132,0.000104009,0.9688,0.3549,0.8473,-0.1071,1.193
1081838,-2.483,2.736,-0.05308,0.1918,-7.568,-7.577,0.1257,-18.98,-0.1619,-0.06545,-0.1183,-0.0193,-1.265,0.872,0.3827,0.3378,0.482
1091450,30.95,-5.097,0.0943,0.3985,18.4,14.93,1.752,0.5682,0.1728,0.06259,0.021864132,0.000104009,-0.499,-0.2915,-0.3312,-0.08238,-0.7338
1086222,-6.031,5.991,-0.05924,0.0538,-38.88,-16.75,-1.694,-70.02,0.04329,-0.03059,-0.1457,-0.01477,-0.4057,0.3306,0.6736,0.3054,1.496
1081416,5.207,-3.297,-0.0647,0.2497,20.3,8.02,0.9917,93.26,0.1438,0.109,-0.2818,-0.137,-0.2555,-0.1539,0.09863,0.4291,0.1029
1089236,-17.64,3.344,-0.03498,-0.05212,-10.54,-3.838,0.3506,90.63,0.3154,0.1114,-0.3294,-0.1113,0.6422,0.007137,-0.1557,-0.2743,-0.02671
1084632,1.158,4.467,-0.0368,0.4743,-19.79,-8.812,0.5007,42.53,0.09329,0.03312,0.07997,0.1355,-0.2265,0.6784,0.105,-0.001906,0.545
1080154,22.91,0.2527,-0.1424,0.3611,-27.09,-13.25,0.7543,47.97,0.3999,0.1504,-0.2506,-0.08957,-0.08063,0.1704,0.2167,0.2216,-0.232
1093450,-6.305,0.827,-0.03699,0.06907,-11.25,-9.846,0.8421,4.633,0.001768,-0.04347,-0.08959,-0.08111,0.03036,-0.5089,0.3185,-0.2739,0.3811
1080470,2.922,-1.874,-0.08205,0.2043,-0.3248,-1.634,0.2028,12.22,-0.2139,-0.1353,-0.3543,-0.1711,0.2454,-0.3313,-0.02977,0.1723,-0.3562
1095588,2.444,-6.86,0.09671,0.1087,11.09,23.04,1.051,25.88,0.2553,0.1661,0.2928,0.005298,-0.007997,0.2571,0.2052,-0.34,-0.5621
1090122,32.87,-4.317,0.2191,0.2631,28.92,14.53,1.801,101.3,-0.125,-0.03524,-0.2003,-0.1473,-1.335,-0.7312,-0.7677,0.6907,-1.238
1085724,2.833,3.784,-0.07517,-0.1507,-41.4,-6.737,0.5986,57.67,0.2263,0.0643,-0.03731,-0.02496,0.304,1.25,1.143,-0.09474,-0.3224
1087214,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.2949,0.1179,0.021864132,0.000104009,0.1672,0.1984,0.3655,0.1769,0.2844
1090944,-14.31,5.575,0.0348,-0.2115,-15.15,-8.79,-1.07,-17.68,-0.2226,-0.06911,0.021864132,0.000104009,0.08612,0.1219,0.2464,-0.1443,0.4789
1086074,22.17,-11.54,-0.09522,0.8268,25.98,28.23,1.812,82.38,0.2998,0.1283,0.5796,0.07194,-0.5161,0.1109,-0.07863,-0.08709,-0.5857
1085120,-13.07,-7.413,0.1099,-0.4403,71.64,36.89,1.922,24.27,0.1212,0.06228,-0.2039,-0.06707,-1.854,-0.03072,-0.5995,0.5222,0.4261
1085320,-0.658,-1.572,0.2522,-0.1559,59.31,42.23,2.168,72.64,-0.18,-0.06201,0.021864132,0.000104009,0.03302,-0.5911,-0.8401,0.1129,-0.09085
1087038,0.3309,0.3731,0.09458,0.258,49.09,20.34,1.126,53.04,-0.01529,0.02069,0.3856,0.1587,0.5991,-0.05581,0.253,-0.3924,0.1588
1092312,-0.9533,-1.801,0.004368,-0.2871,22.89,1.676,0.2565,29.86,0.233,0.108,0.2874,0.06476,-0.2408,0.4141,0.3131,-0.1792,-0.9464
1087634,2.508,-0.1097,-0.05202,0.1944,14.67,8.06,0.6011,1.417,0.199,0.1014,0.021864132,0.000104009,-0.4182,-0.9008,-0.3957,0.2243,-0.2728
1081280,-0.7413,0.7656,0.03847,0.05459,19.69,-0.6606,0.01318,1.637,-0.2579,-0.09,0.7448,0.3177,-0.7767,0.03236,-0.4099,0.1116,0.5931
1088646,-14.08,5.687,0.01134,-0.2697,-3.871,-5.032,0.05678,15.68,0.02133,0.02624,0.005151,0.01396,-0.4581,0.7987,1.065,0.3789,0.7135
1093626,-4.866,-0.8682,-0.06699,-0.0701,28.01,19.7,1.004,72.87,0.07752,0.09285,-0.1225,-0.06553,0.6037,-0.2182,0.1332,-0.1096,0.1087
1086180,36.29,-8.887,-0.1329,0.8948,-22.74,7.348,1.051,53.46,0.065139444,0.027898378,0.3746,0.003868,-0.352,-0.05269,-0.02749,-0.2173,-0.5479
1095708,-1.318,-3.828,0.1857,-0.4421,46.63,7.626,0.5769,-87.54,0.1777,0.07204,-0.2442,-0.1473,-0.02027,-0.463,-0.5423,0.3057,-0.8393
1086632,19.81,-4.23,0.000767,0.4759,-0.3194,-1.156,0.4804,55.31,0.1443,0.01115,0.1254,-0.04285,-0.3779,0.1744,-0.1521,0.00362,0.381
1093814,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.34,-0.1167,0.9722,0.3741,0.1668,0.4814,0.3405,-0.04881,-0.1291
1085446,25.13,-0.1131,-0.1069,0.7948,-10.28,-4.375,-0.1321,38.41,-0.09963,-0.03927,0.021864132,0.000104009,-0.4758,0.2585,0.3289,0.1211,0.9639
1090204,10.07,5.554,-0.005976,0.3091,-17.99,-7.202,0.434,62.11,-0.4364,-0.1573,0.3593,0.261,-0.5045,-1.055,-0.9593,0.02339,0.1744
1086228,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.1197,-0.04824,0.021864132,0.000104009,-0.4091,0.3243,0.5624,0.2614,0.8732
1081854,6.944,0.7886,0.001853,0.2064,15.08,-0.8013,-0.1942,-32.88,-0.2875,-0.1302,-0.02729,0.04594,-1.273,0.7655,0.2863,0.257,-0.2518
1085322,-3.696,0.8182,0.1792,-0.4478,19.27,24.85,1.925,56.2,0.09506,0.05359,-0.3824,-0.2313,0.8354,-0.4834,-0.846,-0.06353,-0.3556
1088266,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.005624,-0.01208,0.021864132,0.000104009,0.7528,0.08009,0.3918,-0.1739,0.5079
1090060,21.08,-11.03,0.1479,-0.03459,36.96,20.02,1.587,56.54,-0.1143,-0.0342,-0.1994,-0.1469,-0.9682,-0.7965,-1.286,0.5441,-1.13
1088106,-1.684,4.981,-0.01698,-0.02267,1.277,-12.1,-0.4147,8.234,0.474,0.1411,-0.4323,-0.2321,1.84,-0.2242,-0.0248,-0.3341,1.434
294390,16.3,-4.491,0.07521,0.2404,10.78,11.37,0.9865,18.51,0.3333,0.07336,0.04376,-0.03544,-0.3702,-0.2679,-0.4204,0.5234,-0.5125
1085666,-5.418,6.119,-0.06806,-0.1216,-26.02,-2.755,-0.2539,37.21,0.1505,0.05856,0.0939,0.1742,1.158,1.101,0.881,-0.2119,-0.7096
1080458,13.26,-2.769,-0.08132,0.04646,-15.25,-3.445,-0.3342,8.757,-0.1233,-0.07507,-0.3617,-0.1712,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1084032,14.4,8.058,0.1368,0.4259,-0.5543,5.515,1.487,77.25,-0.03849,0.005384,0.7661,0.3492,0.5036,-0.5052,-0.04949,-0.2063,0.3374
1080932,-31.47,4.675,-0.001172,-0.5475,-30.79,-17.19,-1.846,-111,0.1566,0.07655,-0.3236,-0.03614,0.5029,0.421,-0.2987,-0.08957,-0.7573
1093624,-2.155,0.9269,-0.07331,-0.4226,23.01,14.2,0.9293,34.85,0.1708,0.1659,0.03185,0.04528,0.5963,-0.1306,0.2839,-0.07088,0.4445
1087418,12.62,3.342,-0.03883,0.04494,-10.48,-6.478,0.06429,11.58,-0.3148,-0.1221,0.129,0.0625,0.7228,1.004,0.6618,0.01949,-0.4317
1088856,1.166,2.737,-0.144,0.1711,-27.26,-9.435,-1.032,-4.881,0.281,0.1427,-0.1316,-0.005989,0.1563,1.484,1.241,-0.1053,1.076
1082266,-0.3258,-2.119,-0.02133,-0.08697,6.529,-0.1646,-0.004848,29.57,0.09177,0.02001,-0.1487,-0.1138,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
294000,6.259,1.78,0.03982,-0.08349,1.967,-2.401,0.5716,46.82,-0.4533,-0.1459,0.855,0.2909,0.07485,0.4224,0.3216,-0.08282,-0.05113
1087048,-12.46,0.276,0.07269,0.09124,27.1,11.89,0.1189,0.2564,-0.1183,0.003295,0.5084,0.2295,0.7491,0.05725,0.0481,-0.3301,0.5794
1081628,25.01,-0.7518,-0.02898,0.7536,-43.11,-14.08,0.1073,28.14,-0.1308,-0.02103,1.116,0.2943,0.8284,-0.4708,-0.2415,-0.5137,0.1241
1088294,-15.57,-6.059,0.04372,-0.43,30.37,18.25,0.6114,57.15,0.2334,0.0878,0.1338,0.0875,1.229,-0.3818,0.2488,-0.2601,0.75
1080604,1.373,4.745,-0.05628,-0.2254,-10.41,-13.79,-0.2202,-7.273,-0.5149,-0.226,0.3802,0.3194,1.154,-0.7189,-0.1013,-0.2256,-0.2298
1084230,-3.908,7.861,0.008276,-0.1265,-39.18,-12.33,-1.762,-85.17,-0.06534,-0.06939,-0.4826,-0.2191,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1080272,24.63,-3.791,-0.05028,0.3666,-18.88,2.419,-0.2035,-28.25,0.528,0.1618,0.02453,-0.04883,0.2034,0.0408,-0.1564,0.2089,-0.0931
1091358,1.505,-3.42,0.03164,0.04073,-0.8504,7.464,0.9206,51.65,-0.1709,-0.02487,0.04918,-0.05182,-0.592,-0.385,-0.6263,0.3701,0.1953
1082270,-14.97,1.574,0.06798,-0.3831,-0.5051,-6.878,-0.1478,8.577,0.03816,0.02463,0.146,-0.05346,0.829,0.335,0.5165,-0.1202,0.9388
1090070,-4.459,-3.881,0.2005,-0.2003,69.77,40.34,2.211,56.49,-0.03574,0.004265,-0.1675,-0.08758,-1.305,-0.7965,-1.114,0.7363,-1.348
1087326,24.68,2.101,-0.198,0.1549,-53.43,-20.46,-0.8741,4.068,0.4053,0.1804,0.021864132,0.000104009,0.3081,0.2276,0.3601,0.1026,0.2163
1083280,29.68,-1.224,-0.1462,0.3993,-31.52,-11.77,-0.4704,3.182,0.3359,0.09032,-0.1335,-0.05453,0.3746,0.6067,0.4249,0.1575,0.04997
1085758,2.488,8.684,0.06773,0.2122,-34.08,-12.14,0.2465,37.86,0.1854,0.08727,0.1086,0.1446,0.2399,0.9451,0.8205,-0.06365,-0.4116
1086218,-8.39,5.156,-0.05164,-0.1169,-8.149,-7.915,-0.8895,34.04,-0.1664,-0.05441,-0.1855,-0.03122,-0.4541,0.2759,0.7915,0.2558,0.3081
1086374,-13.38,6.295,-0.04034,-0.1175,-12.24,-5.587,-1.475,-19.09,-0.1927,-0.1058,0.021864132,0.000104009,-0.07943,0.4583,0.4959,0.2023,0.6889
1087008,0.3739,-2.249,0.0829,-0.3023,32.48,15.94,0.1182,-58.08,0.004484,0.06182,0.4021,0.1619,0.8333,0.1663,0.1,-0.2956,0.1948
1092118,20.58,-6.19,-0.1079,0.664,-14.24,-5.461,0.2433,-7.91,0.1576,0.05778,-0.2197,-0.1117,-0.4637,-0.7935,-0.5579,0.4598,-0.2501
1081208,-11,6.392,0.1089,0.01008,4.517,1.794,-0.4077,-58.87,-0.1776,-0.02538,0.4354,0.169,-0.6721,0.2934,-0.04546,0.1053,0.6591
1090808,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.225,-0.08016,0.021864132,0.000104009,0.08612,0.1219,0.2464,-0.1443,0.4789
294208,37.96,-4.408,0.03111,0.6109,-6.379,6.082,0.7375,23.5,0.06452,0.01521,-0.007533,-0.08793,-0.4462,-0.6409,-0.4608,0.4184,-0.5548
1090346,11.99,3.179,0.03938,0.2622,-31.79,-8.999,0.1127,-34.97,-0.5149,-0.201,0.021864132,0.000104009,-0.8523,-1.052,-0.9725,0.06827,0.1902
1082124,12.11,-5.627,0.0941,-0.2487,15.21,12.88,1.07,94.21,0.429,0.07042,-0.3935,-0.2111,0.2711,-0.4282,-0.02764,0.3349,-0.1791
1090850,-14.24,7.392,-0.007806,-0.1627,-18.31,-10.84,-0.5176,-2.186,-0.1706,0.01297,0.4339,0.2091,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1083268,15.18,3.08,-0.09959,0.2247,-28.88,-9.876,-0.4501,12.95,0.1812,0.07685,0.2969,0.1371,0.7021,0.9126,0.6908,-0.2813,0.1268
1086984,30.61,2.17,-0.12,0.301,-32.14,-6.885,-0.8803,-11.47,0.0141,-0.03062,-0.3113,-0.1468,0.3851,0.6269,0.1923,-0.04615,-0.06552
1092406,-4.358,3.142,-0.06865,-0.08175,18.74,4.644,-0.3036,14.55,0.1494,-0.01817,0.1232,0.1175,-2.137,-0.1712,0.02466,0.6102,1.29
1092206,-3.995,-6.021,0.0005759,0.07844,32.32,9.736,1.371,0.6377,0.1933,0.1241,0.0213,-0.07096,-0.2751,0.4797,0.3528,-0.258,-0.08021
1080950,-20.92,3.22,-0.04332,-0.4505,-5.533,-19.07,-1.067,-27.8,0.1566,0.06227,-0.19,-0.04895,0.3786,0.3594,-0.4069,-0.0844,-0.7148
1094110,-12.45,-5.404,-0.05534,-0.03172,2.031,5.628,0.0412,30.7,0.05959,0.06077,-0.2952,-0.107,-0.5114,-0.5068,-0.3184,0.1872,-0.03252
1093502,-2.822,4.331,-0.033,0.2366,-33.35,-22.69,0.02367,-14.4,-0.1917,-0.1061,0.1643,0.02247,0.2434,-0.05749,0.6183,-0.2533,0.3205
1085428,36.88,2.787,-0.1689,0.4823,-44.44,-6.635,-0.8052,10.32,-0.04852,0.006358,0.06936,0.02245,-0.2139,0.9863,0.7605,0.1472,0.291
1082496,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.3481,0.1533,0.2071,0.06311,-0.3827,0.004334,-0.04448,-0.1894,-0.05463
1084014,17.03,6.092,0.01979,0.1686,-48.54,-22.48,0.05061,8.047,-0.1454,-0.02284,0.6913,0.2924,0.4723,-0.2584,0.05664,-0.2489,0.2546
1088464,4.196,-2.369,-0.01868,-0.078,56.74,16.04,1.678,40.74,0.3997,0.1605,-0.2762,-0.0829,-0.02497,-0.3469,-0.1778,0.1252,-0.1209
1091216,-4.672,-0.6991,0.1098,0.0547,39.61,23.24,1.04,44.31,-0.08242,0.03036,0.1836,0.009788,-0.2005,-0.2026,-0.5105,0.1371,0.112
294272,29.63,-4.269,-0.06355,0.3244,-8.402,-4.207,0.4381,45.51,-0.06047,-0.08703,-0.2278,-0.1297,-0.06612,-0.5417,-0.5693,0.3261,-0.5972
1086246,-18.94,8.531,0.02678,-0.6095,-7.531,-2.251,-1.221,-32.39,0.0858,0.03555,0.1529,0.1105,-0.4572,0.4171,0.5385,0.2374,0.8732
1084730,7.83,1.052,0.02352,0.1104,6.387,4.921,0.3476,56.07,-0.04942,-0.006236,0.4386,0.2118,0.2405,0.7616,0.499,-0.1223,0.5158
1082610,8.719,2.355,-0.03188,-0.2172,-5.655,-4.718,0.1177,-17.64,-0.4504,-0.1831,0.021864132,0.000104009,-0.4945,-0.5905,0.2715,0.01752,0.3539
1086650,-2.013,-2.796,0.05095,0.1888,35.21,19.18,1.526,73.42,-0.1996,-0.08586,0.021864132,0.000104009,-0.1034,0.1597,-0.004535,0.007384,-0.1453
1088406,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.3883,0.103,-0.3767,-0.1385,-0.09947,-0.3469,-0.1062,0.3003,-0.02855
1092500,-12.75,-2.6,-0.1118,0.1288,8.994,-3.107,-0.1301,4.818,-0.2341,-0.07461,-0.1034,0.05872,-1.869,-0.1463,-0.01936,0.5047,0.4651
1083288,16.88,0.8393,-0.0881,0.3924,9.98,-9.204,-0.3069,-4.163,0.319,0.09517,-0.1632,-0.01991,0.3852,0.5032,0.4216,-0.06544,0.4863
1085326,12.96,-0.4977,0.1392,0.01057,4.715,11.76,1.44,25.46,-0.1774,-0.04724,-0.5011,-0.2788,0.009924,-0.4864,-0.9576,0.1733,-0.2583
1091422,27.26,2.386,0.07242,0.4209,32.81,33.56,1.941,44.2,0.1263,0.0518,0.5224,-0.04467,-0.3358,-0.04749,-0.03874,-0.1393,-0.7034
1081614,12.25,0.6075,0.001625,0.4512,-6.512,6.546,0.5702,4.572,-0.05657,0.01539,0.659,0.1473,0.7528,-0.6257,-0.3639,-0.4584,-0.6954
1083014,7.612,1.31,0.07784,0.1819,18.43,9.085,0.9368,39.68,-0.3235,-0.1696,0.2152,0.003112,-0.03839,-0.1128,-0.2477,0.3486,-0.9282
1093534,-6.443,0.9969,-0.1068,-0.09457,-18.38,-16.14,-1.825,-52.99,-0.2312,-0.1243,0.021864132,0.000104009,0.2512,-0.5212,0.5625,-0.2069,0.5882
1086252,-12.68,5.96,-0.04595,-0.5657,-25.94,-11.72,-2.089,-56.57,-0.02404,0.02666,-0.04955,0.1187,-0.4619,0.3514,0.7538,0.2542,1.814
1090832,-8.581,5.265,-0.0293,-0.2425,-20.37,-16.81,-1.046,-16.51,-0.2364,-0.04008,0.6623,0.3044,-0.09195,0.2639,0.4767,-0.1216,-0.03304
1080008,40.51,-7.84,-0.1761,0.5868,-18.78,-2.356,0.8588,23.52,0.3737,0.154,0.09705,0.137,0.01421,0.5182,0.3394,0.161,-0.4123
1085448,25.91,3.301,-0.04305,0.5041,-21.47,-1.572,0.5368,75.41,0.03187,0.007061,0.1215,0.02191,-0.3681,1.021,0.9325,0.1824,0.1538
291600,11.16,-5.009,0.1372,0.1125,80.65,40.95,1.914,52,0.102,0.1095,0.542,-0.03996,-0.7788,0.09663,-0.1256,-0.1852,-0.5419
1091016,-14.42,1.005,-0.01473,0.01654,-11.59,-10.09,-0.3574,-13.94,-0.1064,-0.03405,0.2801,0.1771,-1.552,-0.08819,-0.1878,0.1276,0.391
1081490,18.38,-4.157,-0.1125,-0.03965,-5.961,1.895,0.2739,10.97,0.2158,0.09788,-0.295,-0.1451,0.1585,-0.651,-0.3466,0.3716,-0.5735
1093410,5.342,4.706,-0.04083,0.04906,-27.24,-21.09,-0.3821,-11.3,-0.1706,-0.1227,0.021864132,0.000104009,0.3413,-0.203,0.542,-0.2964,0.946
1092328,-13.59,-2.91,-0.03665,-0.5277,0.6458,5.644,0.1606,42.61,0.3351,0.1541,0.1598,0.03956,-0.03328,0.6531,0.3586,-0.3107,-0.675
1081806,-6.968,2.863,-0.03269,0.1804,1.948,-5.036,0.1393,1.257,-0.2752,-0.08347,-0.2105,-0.08535,-1.291,1.623,0.8594,0.4214,-0.277
1093264,19.37,5.364,-0.03473,0.4437,-16.5,-12.39,-0.4222,38.45,0.5114,0.1163,-0.2543,-0.08146,-0.5245,0.3558,0.5962,0.2487,0.3
1082740,-4.253,5.06,-0.002314,0.0651,-54.03,-26.57,-2.409,-137.2,-0.2103,-0.07463,0.2001,-0.0347,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1081708,28.46,-4.759,-0.0276,0.5584,11.95,14.76,0.3853,-4.497,0.06366,0.02287,0.6506,0.2471,0.7597,-0.4194,-0.3348,-0.4629,-0.3315
1090946,-18.9,6.062,0.01878,-0.1536,-23.99,-11.41,-0.322,-2.767,-0.1923,-0.004449,0.4615,0.2049,-0.1426,0.329,0.2228,-0.1082,0.6996
1080684,-0.6143,10.55,-0.07927,0.3004,-57.72,-27.05,-0.5048,-2.354,-0.6868,-0.2532,0.8791,0.3939,1.22,-1.089,0.1824,0.03777,0.02064
1088238,-7.179,-2.648,0.06079,-0.6829,28.03,26.64,0.4657,16.23,0.0259,0.04896,0.04462,-0.04401,1.709,0.5326,0.7265,-0.3726,0.6119
1091530,20.67,-2.694,0.09837,0.3856,31.73,30.59,2.202,39.83,0.4446,0.1342,0.746,0.06867,-0.4118,-0.07751,0.1461,-0.1926,-0.8387
1086442,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.2525,-0.07205,0.2394,-0.0003666,-0.4653,0.4896,0.2297,-0.06583,-0.5341
1085172,-3.396,-7.358,0.1072,-0.05607,6.89,12.54,0.9383,43.34,0.2708,0.1265,-0.01408,0.07419,-1.608,-0.05652,-0.4568,0.476,0.1362
1089836,6.249,1.714,0.04615,0.2573,-0.2631,6.009,0.5881,27.89,0.3545,0.1324,-0.7059,-0.2951,1.335,1.364,0.8325,-0.3506,1.051
289400,-5.58,1.81,0.05932,-0.2932,14.7,17.02,1.074,69.97,0.2244,0.05193,-0.02669,0.02082,0.4524,0.513,0.578,-0.2178,-0.266
1083882,-1.567,3.354,0.08389,-0.3857,16.91,7.155,0.06893,-18.9,0.3481,0.1394,0.09841,0.01973,0.6566,-0.3388,0.121,-0.3151,-0.1766
1089230,2.981,6.486,-0.04912,0.2478,-49.65,-17.23,-0.4702,80.04,0.4913,0.09268,-0.3232,-0.0608,0.1503,0.02947,0.2016,-0.1972,0.8528
1080660,0.08663,3.498,-0.1098,0.05219,-38.17,-22.09,-1.754,-88.26,-0.2944,-0.1261,0.4808,0.304,0.9614,-0.9209,0.08131,-0.1536,0.2128
1086812,29.25,1.28,-0.08595,0.2698,-9.056,-10.05,-0.52,-30.6,-0.0768,-0.0629,-0.2668,-0.0507,0.6876,0.6148,0.2169,-0.2586,-0.2016
1081878,-4.921,-0.1709,-0.02802,0.1638,9.956,4.829,-0.2561,3.418,-0.3715,-0.1676,0.021864132,0.000104009,-1.233,0.6918,0.1779,0.4273,-0.08851
1088548,-12.72,-7.104,-0.05627,0.1198,20.49,7.47,0.7636,-5.606,0.5033,0.1581,-0.3554,-0.1305,-0.3322,-0.2512,-0.1905,0.4183,-0.5525
1089840,-7.05,-5.047,-0.002189,-0.1181,19.44,5.63,0.8654,63.7,0.474,0.1799,-0.7119,-0.2952,1.033,0.4693,0.4131,-0.2078,1.151
1081426,13.09,0.8531,-0.02058,-0.06901,4.985,-1.813,1.026,59.28,0.1635,0.1213,0.1605,0.08987,0.4618,-0.6073,-0.621,0.2584,-0.9668
1081782,26.12,-3.771,0.03265,0.6829,33.03,15.98,1.667,86.04,0.06557,0.05714,0.7536,0.294,0.4623,-0.4194,-0.1915,-0.4524,-0.5789
1090256,-2.966,0.7076,-0.05862,0.2084,-10.25,-7.982,1.082,85.13,-0.4764,-0.1825,0.4264,0.3072,-0.3053,-0.8802,-0.5332,-0.07252,0.1963
1088268,-3.296,-5.274,0.07762,-0.6472,50.54,27.87,1.565,47.95,-0.007092,0.04341,0.3692,0.0983,0.9566,0.2254,0.2971,-0.07634,0.438
1090662,10.96,-1.095,0.06449,0.267,25.94,13.16,1.02,56.95,0.4217,0.165,-0.6896,-0.338,-0.3826,-0.3093,-0.5837,-0.06358,-0.2305
1087436,5.585,1.792,-0.03794,0.2804,-36.77,3.788,0.1712,32.93,-0.3788,-0.1557,0.021864132,0.000104009,0.5876,0.9631,0.7103,0.00518,-0.4929
1092444,2.155,0.2613,-0.07692,0.2253,-1.437,-0.9187,-0.1164,24.64,-0.2784,-0.1337,-0.06477,0.07042,-2.096,-0.1232,-0.2187,0.7054,0.6768
1081640,5.837,0.9138,0.1125,0.1088,26.2,9.871,1.492,37.22,0.01392,0.01553,0.8013,0.2804,0.8371,-0.5785,-0.5431,-0.6017,-0.8251
1087240,15.27,3.382,-0.1475,0.09998,-22.12,-4.001,0.6152,66.11,0.5463,0.1784,-0.1476,0.06814,0.3928,0.3546,0.459,0.1187,0.6109
1087924,1.592,-1.298,-0.04925,0.0238,-11.04,3.968,0.3858,55.12,0.2635,0.0578,-0.04894,0.01477,-0.3135,1.251,1.405,0.1097,0.809
1090440,7.119,-8.005,0.05518,0.09552,21.29,11.2,1.202,35.74,-0.02153,0.001877,-0.2001,-0.1139,-0.9498,-0.1616,-0.3907,0.1874,-0.5652
1094028,-2.879,-2.043,-0.08153,0.1806,0.8034,0.8977,-0.143,16.59,0.08563,0.02477,-0.4095,-0.1505,0.01658,-0.4041,-0.02332,0.1041,-0.02144
286600,-14.7,0.4411,-0.007088,-0.08565,-2.35,5.256,0.7035,16.59,-0.2952,-0.0776,-0.04534,-0.0621,-0.1984,0.5938,0.2862,-0.1952,-0.9927
1092908,-5.36,-3.069,0.01845,0.1334,8.159,5.918,-0.1019,5.18,0.2308,0.0886,0.0878,0.04375,1.133,-0.5866,-0.3353,0.101,-0.07066
1091664,4.822,-2.975,-0.08235,-0.121,-43.5,-12.01,-0.4983,14.56,0.109,0.07335,0.0457,0.01478,0.6343,0.3868,0.3406,-0.1246,0.2867
1091308,-1.154,-3.066,0.1315,-0.183,49.33,14,1.096,27.73,-0.07611,0.01598,0.05467,-0.04551,-1.2,-0.1947,-0.476,0.6325,-0.02407
1086034,24.04,-0.02827,-0.1151,0.5822,-25,-9.093,0.4471,21.95,0.2474,0.1005,0.3311,0.003444,0.2898,0.1324,-0.08179,-0.3561,0.1275
1085814,17.23,-5.894,-0.08704,0.4262,1.807,-9.173,0.4745,26.48,0.008768,-0.000931,0.09865,-0.1101,-0.1165,-0.3427,0.3778,-0.3541,-0.7939
1080850,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.06416,0.006488,-0.2351,0.04551,0.589,0.3594,-0.1682,-0.1572,-0.6763
1081898,-13.29,-1.547,0.003645,0.1059,23.21,1.422,0.1062,-2.522,-0.2054,-0.09066,-0.1121,0.05096,-1.581,0.8688,0.1816,0.3488,0.08928
1090464,-1.626,-7.97,0.1376,-0.1119,85.06,28.32,1.766,38.81,-0.04943,0.02239,-0.2196,-0.1195,-0.8205,-0.2835,-0.3141,0.1284,-0.7423
284400,-5.501,0.482,0.0113,-0.2975,7.517,10.32,-0.06026,9.876,0.1206,0.05642,-0.478,-0.2192,0.453,-0.0009783,0.1678,-0.06068,0.1726
1080424,-2.81,-5.401,-0.1364,0.1027,-10.94,-7.926,-0.6949,3.641,-0.1856,-0.1139,-0.3814,-0.1811,0.2127,-0.2384,0.3332,0.1857,0.2585
1082598,4.12,5.31,0.1959,0.1732,21.21,10.74,1.38,79.73,0.4778,0.183,0.1065,0.001512,0.06609,0.1574,0.118,-0.3294,-0.1117
1085064,4.306,-5.799,0.0779,0.104,-2.935,15.14,0.8855,68.47,0.07555,0.05129,-0.2221,-0.1143,-0.786,0.2121,-0.6107,0.4068,0.9983
1087824,-14.19,-0.3567,-0.04073,-0.3571,-19.85,-4.044,0.1722,78.68,-0.02616,0.02644,0.02102,-0.05206,0.08326,1.322,1.375,0.1301,0.9167
1086040,39.11,-10.85,-0.08998,0.9071,24.46,8.016,1.615,86.6,0.3283,0.1411,0.5368,0.05141,-0.1721,0.3066,-0.1177,-0.2,-0.5848
1090126,18.51,-8.697,0.1444,-0.4823,52.17,23.17,2.192,69.55,-0.07252,-0.005373,-0.2056,-0.1473,-1.277,-0.8602,-1.233,0.6683,-1.337
285210,12.78,0.3405,0.0872,0.0174,6.816,11.33,0.725,12.99,-0.2485,-0.1148,-0.4943,-0.2775,-0.1287,-0.5957,-0.6429,0.104,-0.03703
1092228,-13.94,-5.993,-0.05965,-0.2174,40.49,-1.352,0.6712,50.72,0.2363,0.1218,0.03092,-0.07073,-0.2198,0.7048,0.3243,-0.1366,-1.268
